age,job,marital,education,default,balance,housing,loan,y
46,4,2,1,0,19,1,0,0
29,7,2,3,0,242,1,0,0
53,0,2,0,0,13,0,0,0
32,10,2,2,0,286,0,0,0
49,11,2,2,0,769,1,0,0
35,5,2,3,0,93,0,0,0
38,2,2,2,0,1663,1,0,0
39,3,2,1,0,238,1,1,0
34,10,1,2,0,2178,1,0,0
42,2,2,1,0,792,1,1,0
35,2,1,0,0,871,1,0,0
60,1,2,2,0,1025,0,0,0
57,10,3,2,0,63,1,0,0
31,2,1,2,0,16,0,0,0
29,5,1,2,0,417,0,0,0
41,8,2,2,0,3992,1,0,0
46,2,2,1,0,2749,1,0,0
33,10,2,2,0,133,0,0,1
32,2,1,2,0,1721,1,0,0
54,5,3,3,0,2171,1,1,1
37,8,2,2,0,4760,1,0,0
32,10,1,2,0,2979,0,0,0
43,5,2,3,0,690,1,0,0
50,2,3,2,0,203,1,0,0
34,2,2,2,0,322,1,0,0
31,1,3,2,0,1210,0,0,0
43,7,2,2,0,634,1,0,0
49,3,2,2,0,273,0,0,0
22,9,1,0,0,47,0,0,0
35,5,2,3,0,1100,0,1,0
56,1,2,2,0,0,1,0,0
53,2,2,2,0,0,0,0,0
54,3,2,3,0,1544,0,1,0
32,8,1,0,0,6145,1,0,0
41,7,2,2,0,28,1,0,0
40,2,2,2,0,1012,1,0,0
33,2,2,1,0,245,1,1,0
33,5,1,3,0,1998,0,0,0
34,2,2,2,0,3990,1,0,0
36,8,2,2,0,1328,1,0,0
34,3,2,3,0,412,1,1,0
55,5,2,1,0,229,0,1,0
28,9,1,3,0,1562,0,0,1
29,1,1,2,0,3432,1,0,0
31,1,1,2,0,144,1,0,0
52,5,2,3,0,1339,1,0,0
54,8,2,0,0,386,0,1,0
43,2,2,1,0,7727,1,0,0
55,3,2,2,0,204,0,0,0
28,2,3,0,0,101,1,0,0
45,11,3,2,0,728,1,1,0
45,3,2,1,0,2418,1,0,0
51,5,2,3,0,2934,1,0,0
42,10,1,2,0,0,1,0,0
43,0,1,0,0,181,0,0,0
34,5,2,3,0,176,0,0,0
36,2,2,1,0,49,1,0,0
37,2,2,2,0,2023,1,0,0
50,2,2,2,0,372,1,0,0
42,5,3,0,0,7702,0,0,1
34,2,1,1,0,464,1,0,0
48,5,2,2,0,117,1,0,0
47,1,2,2,0,104,1,1,0
40,5,2,3,0,1041,1,0,0
37,5,2,3,0,539,0,0,0
38,2,2,1,0,0,1,0,0
29,10,1,3,0,406,1,0,0
46,2,2,1,0,2558,1,0,0
26,2,2,2,0,484,1,0,0
30,8,1,3,0,3516,1,0,0
42,2,2,2,0,5639,1,0,0
42,5,1,3,0,100,0,0,0
31,1,1,2,0,1306,1,0,0
37,5,1,3,0,815,1,0,0
26,2,2,2,0,245,1,0,0
54,2,2,0,0,191,0,0,0
70,6,2,2,0,2815,0,0,0
29,7,1,2,0,3672,1,1,0
50,8,2,2,0,1572,1,0,0
60,11,3,2,0,385,1,0,0
32,10,1,2,0,29,0,0,0
32,10,2,2,0,84,0,1,0
34,7,1,3,0,876,1,0,0
48,8,1,1,0,1499,1,0,0
25,9,2,3,0,0,1,0,0
32,5,2,2,0,6217,1,1,0
32,2,2,1,0,329,1,0,0
47,1,3,2,0,162,1,0,0
32,10,2,0,0,14533,0,0,0
49,5,1,3,0,151,1,0,1
53,8,2,2,0,-2,1,1,0
41,2,1,0,0,4684,0,0,0
47,5,3,3,0,1149,0,1,0
35,2,2,1,0,11,1,0,0
33,5,1,2,0,8004,0,0,0
49,2,2,1,0,1019,1,0,0
46,5,3,3,0,1297,0,0,1
29,5,3,3,0,415,1,1,0
58,7,2,1,0,671,1,0,0
40,1,1,2,0,2378,1,0,0
34,5,2,3,0,417,1,0,0
60,6,2,1,0,71,0,0,0
43,5,2,3,0,1188,0,0,0
50,2,2,1,0,8139,1,0,0
33,2,2,2,0,249,1,0,0
37,2,2,1,0,689,1,0,0
55,7,2,2,0,203,1,0,0
45,2,1,1,1,-183,0,1,0
47,2,2,1,0,3451,0,1,0
58,10,2,2,0,116,0,0,0
36,8,2,2,0,1746,1,0,0
55,10,2,2,0,0,1,0,0
31,2,2,2,0,897,1,0,0
38,10,2,2,0,821,1,1,0
42,2,2,2,0,130,1,0,0
32,5,3,3,0,1,1,0,0
39,2,2,2,0,8,0,0,0
41,10,2,2,0,55,1,0,0
59,2,2,1,0,699,0,0,0
42,11,3,2,0,759,0,0,0
33,2,2,2,0,687,1,0,0
53,6,2,2,0,4968,0,0,0
43,2,2,1,0,1211,1,0,0
39,7,1,3,0,426,0,0,1
27,3,1,2,0,376,1,1,0
39,5,2,3,0,12,1,0,0
27,2,1,2,0,23,0,0,0
33,1,2,2,0,353,1,0,0
29,8,3,2,0,330,1,0,0
33,5,3,3,0,0,0,0,0
41,3,2,2,0,353,0,0,0
38,10,1,3,0,2273,1,0,0
30,5,2,3,0,0,1,0,0
58,11,2,3,0,744,0,0,0
37,8,1,2,0,608,0,0,0
36,1,3,2,0,356,1,0,0
45,2,2,1,0,1291,1,0,0
23,10,1,2,0,-306,1,0,0
53,2,2,1,0,306,0,0,1
44,2,2,1,0,-312,1,0,0
32,10,1,2,0,493,0,0,0
32,5,2,3,0,71,1,0,0
38,1,2,3,0,669,1,1,0
47,2,2,1,0,556,1,0,0
34,8,1,2,0,84,1,0,0
52,8,2,2,0,108,1,0,0
45,1,1,2,0,-11,1,0,0
50,2,2,1,0,1164,1,0,0
52,2,3,1,0,-191,1,0,1
37,2,2,2,0,132,0,0,0
51,2,2,2,0,2237,1,0,0
32,5,2,3,0,4761,1,0,0
33,2,2,2,0,-346,1,1,0
28,11,2,2,0,655,1,0,0
66,5,2,3,0,1048,1,0,0
31,8,1,2,0,0,1,0,0
35,2,2,1,0,624,1,0,0
47,8,1,0,0,1784,0,0,1
36,1,1,2,0,1281,0,0,0
32,10,1,3,0,569,0,1,0
34,2,2,1,0,1666,1,0,0
40,1,2,2,0,168,1,0,0
33,7,2,3,0,263,0,0,0
39,2,2,2,0,-405,1,0,0
38,7,2,2,0,279,1,0,0
32,10,1,2,0,0,0,0,1
65,0,2,0,0,300,0,0,0
34,11,1,3,0,415,0,0,0
34,1,1,1,0,0,1,1,0
42,2,1,1,0,1322,1,1,0
31,8,2,2,0,1062,1,1,0
47,10,2,2,0,302,1,0,0
44,10,3,2,0,809,1,0,0
38,4,2,2,0,-278,1,0,0
28,5,1,3,0,3238,1,0,0
46,1,1,2,0,751,1,0,0
51,2,3,1,0,-28,0,1,0
42,5,3,3,0,0,0,0,0
37,10,1,2,0,2442,0,0,1
58,11,2,3,0,1798,1,0,0
43,1,2,2,0,132,0,0,1
36,5,1,3,0,260,1,0,0
34,2,2,2,0,7,1,1,0
31,5,1,3,0,3283,0,0,1
49,10,2,0,0,323,1,0,0
54,5,2,3,0,2960,1,0,0
29,11,1,2,0,486,0,0,0
51,6,3,2,0,343,1,0,0
40,11,3,2,0,507,1,0,0
35,5,1,3,0,5958,1,0,1
25,9,1,2,0,304,0,0,1
32,2,1,2,0,118,1,0,1
30,7,2,2,0,123,0,1,0
38,5,2,3,0,76,1,0,0
46,1,2,2,0,70,1,0,1
43,11,2,1,0,960,1,1,0
32,10,1,3,0,2185,0,0,0
29,2,1,2,0,309,1,0,0
56,2,2,2,0,2190,0,1,0
57,10,2,1,0,0,0,0,0
38,1,2,2,0,3732,1,0,0
51,10,2,1,0,1550,0,0,0
35,1,1,3,0,62,0,1,0
37,2,2,1,0,704,0,0,0
48,5,2,2,0,4415,1,0,1
30,2,1,2,1,4,1,0,0
60,6,2,2,0,262,0,0,0
56,5,2,2,0,238,1,0,0
45,2,2,1,0,97,1,0,0
38,10,3,2,0,410,0,0,0
20,9,1,2,0,1191,0,0,0
59,6,2,1,0,-47,1,0,0
34,10,2,3,0,197,0,0,1
36,2,2,0,0,6,0,0,0
53,1,1,2,0,2398,1,0,1
51,5,2,3,0,630,1,0,0
58,6,2,2,0,235,0,0,0
48,5,2,1,0,1910,1,0,0
56,5,2,3,0,3172,1,0,0
51,2,2,1,0,872,0,0,0
35,2,2,2,0,407,1,0,0
40,1,1,2,0,100,1,0,1
59,4,2,2,0,345,0,0,0
44,5,3,3,0,2058,0,1,0
49,4,2,1,0,889,0,0,1
35,1,2,3,0,0,1,0,0
41,5,2,3,0,51,0,0,0
55,6,2,1,0,150,0,0,0
51,7,2,2,1,34,0,1,0
27,8,1,2,0,795,0,0,0
57,2,2,1,0,282,0,1,0
51,5,1,3,0,2139,0,0,0
38,5,2,3,0,-469,1,0,0
49,1,2,2,0,197,1,0,1
40,10,1,3,0,825,1,0,0
47,4,1,3,0,3232,0,0,0
48,5,3,2,0,1598,1,0,0
47,8,2,3,0,871,0,0,0
56,8,2,2,0,83,0,0,0
29,5,1,3,0,1445,0,0,1
38,10,2,2,0,226,1,0,1
32,5,2,3,0,-55,1,0,0
42,1,1,2,0,243,1,0,0
30,2,2,1,0,-336,0,0,0
26,1,1,3,0,3672,1,0,0
35,10,2,2,0,0,1,0,1
35,10,2,2,0,251,1,1,0
35,7,1,3,0,44,0,0,0
57,2,2,2,0,2887,0,0,1
29,1,1,2,0,1992,0,0,0
32,2,1,2,0,2,0,0,0
45,10,2,2,0,1415,1,0,0
51,5,1,3,0,297,1,0,1
31,10,1,2,0,1094,1,0,0
50,7,2,0,0,-84,1,0,0
38,2,1,2,0,-1,1,0,0
37,5,2,3,0,347,1,0,0
35,5,2,3,0,1253,1,0,0
37,11,2,0,0,4565,0,0,0
28,5,1,3,0,781,0,0,0
38,5,2,3,0,7124,0,0,0
43,5,2,2,0,17555,0,0,0
43,5,2,0,0,5172,1,0,0
56,5,2,3,0,15520,0,0,0
32,10,1,3,0,13711,1,0,0
58,5,3,3,0,1533,0,0,0
47,5,2,3,0,286,0,0,0
31,2,1,2,0,-219,1,0,0
38,5,2,3,0,0,1,0,0
50,2,2,2,0,810,1,0,0
32,2,2,2,0,300,0,0,0
37,8,1,2,0,1175,1,0,0
39,5,2,3,0,0,1,0,0
40,8,2,2,0,113,1,0,0
41,2,2,2,0,641,1,0,0
45,10,2,2,0,1477,1,0,0
31,1,2,2,0,0,1,0,0
54,8,2,1,0,8,1,0,0
39,1,3,2,0,399,1,1,0
56,1,3,2,1,-435,1,1,0
35,1,1,2,0,2830,0,0,0
34,5,2,2,0,15,0,0,0
31,10,1,2,0,125,0,0,0
38,10,2,3,0,45,0,0,0
41,10,2,3,0,13,0,0,0
44,3,2,3,0,0,1,0,0
49,2,2,2,0,579,1,0,0
30,8,1,2,0,432,1,0,0
31,8,1,2,0,1987,1,0,0
34,5,2,2,0,857,1,0,0
70,6,2,3,0,15834,0,0,0
45,5,2,3,0,3370,0,0,0
31,5,2,3,0,6290,0,0,0
57,1,2,2,0,808,0,0,0
40,8,2,0,0,4075,1,0,0
28,2,2,2,0,373,1,0,0
44,1,1,2,0,-101,1,0,0
49,8,3,2,0,3250,0,0,0
46,5,2,3,0,1375,1,0,0
34,5,2,3,0,180,0,0,0
58,10,2,2,0,175,0,0,0
52,8,2,2,0,381,0,1,0
27,2,2,2,0,2171,1,0,0
48,10,2,2,0,340,1,0,0
33,10,3,2,1,10,1,1,0
46,1,2,2,0,4958,1,0,0
51,4,2,0,0,21244,0,1,0
31,5,2,3,0,156,0,0,1
35,10,3,2,0,473,1,1,0
37,1,1,2,0,781,0,0,0
60,3,2,1,0,0,0,0,0
40,10,2,2,0,1819,0,0,0
50,5,2,3,0,4374,1,0,0
34,3,2,2,0,456,1,1,0
32,10,2,2,0,253,1,0,0
36,8,1,2,0,774,1,0,0
32,1,1,3,0,-59,0,1,0
40,8,3,2,0,-81,0,1,0
37,2,2,1,0,0,1,0,0
57,5,2,3,0,0,1,0,0
46,5,2,3,0,-3,0,0,0
31,2,1,1,0,2488,1,0,0
39,10,3,3,1,3,0,0,1
35,5,2,2,0,839,1,0,0
32,2,2,1,0,103,0,0,0
44,10,3,2,0,316,1,0,0
41,10,1,2,0,1680,1,0,0
59,6,3,1,0,7179,0,0,0
39,8,2,2,0,247,1,0,0
54,5,2,3,0,8295,0,0,1
27,8,1,2,0,261,1,1,0
51,7,2,2,0,95,1,0,1
33,10,1,2,0,291,0,0,0
38,2,2,1,0,2240,1,0,0
52,3,2,3,0,0,0,0,0
54,5,3,3,0,1295,1,0,0
33,2,2,1,0,324,1,0,0
50,10,2,2,0,669,1,0,0
39,2,1,2,0,4143,1,1,0
34,5,1,3,0,2646,0,0,1
41,10,1,2,0,618,0,0,0
48,5,3,3,0,541,1,0,0
38,8,2,2,0,434,1,0,0
34,2,2,2,0,622,1,0,0
32,2,2,2,0,0,1,0,0
48,5,2,2,0,99,1,0,0
28,8,1,2,0,290,1,0,0
47,2,2,2,0,1230,1,0,1
32,1,1,2,0,45,1,1,0
32,1,2,2,0,923,1,0,0
38,5,2,3,0,950,0,0,0
86,6,2,2,0,1503,0,0,0
47,10,2,2,0,65,0,0,0
42,5,2,1,0,-679,1,1,0
44,5,2,3,0,773,0,1,0
25,9,1,0,0,10788,0,0,0
34,8,3,2,0,991,1,0,0
34,1,2,2,0,247,0,0,1
53,2,2,1,0,4143,0,0,0
42,2,2,0,0,-406,1,0,0
30,2,1,2,0,180,0,0,0
26,2,1,1,0,-887,1,0,1
40,8,2,2,0,4157,1,0,0
34,10,1,2,0,1386,1,1,0
34,8,2,2,0,2211,0,0,0
40,5,2,3,0,-495,0,1,0
36,5,2,3,0,27359,1,0,0
34,10,1,2,0,440,1,0,0
32,2,1,2,0,135,1,0,0
39,10,2,2,0,-735,1,0,0
36,10,2,3,0,60,0,0,0
39,10,3,2,0,902,1,0,1
33,5,2,0,0,18347,1,0,0
34,2,1,2,0,-72,1,0,0
42,5,2,3,0,1205,0,0,1
46,10,2,2,0,499,1,0,0
32,5,1,3,0,656,1,1,0
27,8,2,2,0,100,0,0,0
35,10,3,2,0,69,1,0,0
53,10,2,0,0,619,0,0,0
29,8,1,2,0,192,0,0,0
35,5,1,3,0,0,0,0,0
49,5,2,3,0,87,0,0,0
58,5,2,3,0,3228,0,0,0
40,5,1,3,0,1361,0,0,1
19,9,1,0,0,0,0,0,0
30,9,1,3,0,34,1,0,0
34,10,1,2,0,318,0,1,0
60,6,2,2,0,197,0,0,0
28,9,1,3,0,0,0,0,1
46,5,2,3,0,273,1,0,1
49,2,3,1,0,15,1,0,0
59,5,3,3,0,7813,1,0,0
44,10,1,2,0,-27,1,1,0
33,10,2,3,0,75,0,0,0
54,6,2,2,0,1139,1,0,0
26,2,2,2,0,115,1,0,0
54,2,2,2,0,0,0,0,0
48,4,2,1,0,7195,0,0,1
30,8,1,3,0,-477,0,1,1
29,5,1,3,0,1026,0,0,1
51,3,2,3,0,3921,1,0,0
53,11,2,1,0,980,1,0,1
43,2,2,2,0,-179,1,0,0
34,1,2,3,0,2552,1,1,0
40,3,2,3,0,1729,1,0,0
43,10,2,2,0,434,1,0,0
33,1,1,2,0,-300,1,1,0
66,6,2,2,0,4785,0,0,0
44,10,3,2,0,-329,1,0,0
33,8,2,2,0,0,1,0,0
31,10,1,2,0,391,0,0,0
71,6,2,1,0,4657,0,0,1
22,9,1,1,0,3472,0,0,1
46,11,1,3,0,705,0,0,0
32,8,2,2,0,255,1,1,0
45,2,2,2,0,4365,0,1,0
32,5,2,2,0,350,1,0,0
49,2,2,1,0,474,1,1,0
27,10,1,2,0,489,1,0,1
46,3,2,2,0,757,0,0,0
37,5,1,3,0,695,0,0,0
30,11,1,2,1,-770,1,0,0
44,7,3,2,0,80,1,1,0
45,10,2,2,0,315,1,0,0
27,9,1,2,0,213,0,0,1
57,4,2,1,0,0,0,0,0
66,5,2,3,0,2169,0,0,0
40,1,3,2,0,212,0,0,0
48,2,2,2,0,333,1,0,0
33,2,1,2,0,4404,1,0,0
42,8,3,2,0,257,1,0,1
47,11,2,2,0,3188,1,0,0
27,10,1,3,0,3083,1,0,0
78,6,2,3,0,226,0,0,0
50,8,2,1,0,1260,0,0,0
46,3,1,3,0,1410,1,0,0
41,1,3,2,0,6046,1,1,1
36,1,1,3,0,980,0,0,0
49,6,2,1,0,-37,0,0,0
46,5,3,3,0,-154,1,1,0
77,6,2,1,0,680,0,0,0
30,10,1,3,0,799,1,1,0
43,5,1,2,1,-1164,1,1,0
44,2,2,2,0,2523,1,0,0
40,2,2,1,0,98,1,0,0
38,2,2,1,0,3419,1,0,0
25,11,1,3,0,343,0,0,1
49,5,2,3,0,852,1,0,0
33,2,2,1,0,50,1,0,0
40,5,1,3,0,0,0,0,0
44,2,2,1,0,10,1,0,0
32,2,2,2,0,950,1,1,0
52,5,2,3,0,0,1,0,0
35,5,2,3,0,175,1,0,0
35,10,2,2,0,-259,1,0,0
32,5,2,2,0,6217,1,1,0
42,10,2,2,0,-1310,1,1,0
59,2,2,0,0,139,0,0,0
44,10,1,2,0,7138,0,0,1
50,1,3,2,0,1111,1,0,0
27,2,1,2,0,113,0,0,0
55,5,3,3,0,-612,0,0,0
54,2,2,0,0,310,1,0,0
31,11,1,2,0,-186,1,0,0
56,1,2,0,0,2038,0,0,0
51,7,2,3,0,833,0,0,0
61,2,2,1,0,625,1,0,0
34,10,1,2,0,105,1,0,0
56,2,2,1,0,551,0,0,0
29,9,1,0,0,145,0,0,0
34,5,1,3,0,618,1,0,0
35,8,1,2,0,1063,1,1,0
56,1,3,2,0,985,0,1,0
45,2,2,2,0,2926,1,1,0
31,1,1,2,0,-449,1,0,0
37,3,3,3,0,66,0,0,1
43,1,2,2,0,0,1,0,0
40,5,2,0,0,419,1,0,0
44,5,2,1,0,4758,1,0,1
38,1,1,2,0,-23,0,0,0
58,5,3,3,0,1573,1,1,0
24,2,1,2,0,77,1,0,0
53,8,2,2,0,1378,1,0,0
36,2,2,2,0,-73,1,1,0
28,2,2,1,0,60,1,0,0
45,2,2,1,0,137,1,1,0
32,1,1,3,0,1583,1,0,0
46,1,2,2,0,-121,1,1,0
28,2,1,2,0,1065,1,1,0
51,11,2,2,0,-13,1,0,0
51,2,2,1,0,1869,0,0,0
30,10,1,2,0,4787,1,0,0
39,10,2,2,1,-183,1,0,0
28,2,2,1,0,702,1,0,0
31,5,1,3,0,1494,0,0,0
31,2,2,1,0,0,1,1,0
38,5,2,3,0,46,0,0,0
31,2,1,2,0,609,1,0,0
74,6,3,2,0,4079,0,0,1
40,5,1,3,0,0,1,0,1
43,10,2,2,0,7876,1,0,0
34,10,1,3,0,925,1,0,1
54,5,3,3,0,7010,0,0,0
51,2,2,1,0,42,1,0,0
33,2,2,2,0,285,0,1,0
41,10,2,3,0,0,0,0,0
33,5,1,3,0,3170,0,0,0
48,1,2,2,0,8,0,1,0
42,7,3,3,0,216,1,0,0
35,5,1,3,0,2975,0,0,0
25,1,2,2,0,894,1,0,0
38,2,1,1,0,490,1,1,0
45,3,2,2,0,245,1,0,0
59,5,3,3,0,0,1,0,0
47,5,2,0,0,150,0,0,0
33,5,2,3,0,4,1,0,0
59,5,2,1,0,1727,0,0,1
41,2,3,1,0,664,0,1,1
42,10,2,2,0,473,1,0,0
51,10,3,3,0,0,0,0,0
45,5,2,3,0,-192,1,0,0
30,5,2,3,0,1942,1,1,1
33,2,1,2,0,5137,1,0,0
43,5,2,3,0,13044,0,0,0
37,2,2,2,0,1053,0,0,0
73,6,2,1,0,154,0,0,0
43,2,2,2,0,625,1,0,0
52,11,2,1,0,255,0,1,0
44,5,2,3,0,529,1,0,0
56,5,2,3,0,318,0,1,0
21,8,1,2,0,1903,1,0,0
43,0,2,3,0,1937,0,0,0
54,5,2,1,0,3859,0,1,0
59,10,2,1,0,4198,0,0,1
52,2,2,1,0,230,1,0,0
31,1,1,2,0,747,1,0,1
53,1,2,2,0,263,0,1,0
24,10,1,2,0,-46,1,0,0
57,6,2,2,0,0,0,1,0
48,10,2,2,0,568,1,0,1
57,10,2,2,0,1469,1,0,0
51,10,2,2,0,18,0,1,0
50,5,3,3,0,201,1,0,0
34,2,2,2,0,1412,1,1,0
43,2,2,1,0,-93,1,0,0
31,8,2,2,0,-331,1,0,0
29,2,2,0,0,486,1,0,0
39,2,2,1,0,694,1,0,0
36,5,1,3,0,2806,1,0,0
38,11,1,3,0,0,0,0,0
56,5,3,3,0,2959,1,0,0
41,4,3,1,0,22,1,0,0
47,10,2,2,0,1167,1,0,1
38,5,1,3,0,35,1,0,0
80,6,2,2,0,8304,0,0,0
37,8,2,2,0,4760,1,0,0
44,5,1,3,0,-1313,1,1,0
33,2,1,2,0,697,0,0,1
53,10,2,2,0,230,0,1,0
69,6,2,3,0,473,0,0,0
46,10,2,2,0,1427,1,0,0
30,5,1,3,0,201,1,0,1
31,7,1,2,0,1086,0,0,0
38,5,3,3,0,4335,1,0,0
34,8,3,2,0,44,0,0,0
48,0,2,0,0,286,0,0,0
46,2,3,1,0,216,0,0,0
42,1,2,2,0,214,1,0,0
41,2,2,2,0,343,1,0,0
33,2,2,2,0,-77,1,0,0
39,2,2,1,0,1046,0,0,0
27,9,1,2,0,1566,0,0,0
26,5,1,3,0,592,0,0,0
38,5,1,3,0,104,1,0,1
48,2,2,2,0,0,1,0,0
54,8,2,2,0,-22,0,1,0
51,8,2,2,0,0,0,0,0
47,10,2,2,0,72,0,0,0
53,10,2,2,0,100,0,0,0
35,2,2,1,0,319,1,0,0
58,5,2,3,0,9339,1,0,0
52,5,3,3,0,50,1,0,0
57,6,2,2,1,32,1,0,0
52,5,2,3,0,6922,0,0,0
35,5,1,3,0,633,1,0,0
48,10,2,2,0,4265,1,0,0
46,3,2,3,0,2262,0,0,0
39,8,2,2,0,1970,1,0,0
38,7,3,3,0,1513,0,0,0
34,3,2,2,0,4659,1,0,0
47,3,2,1,0,668,0,0,0
35,5,3,3,0,649,0,0,0
46,2,3,1,0,452,1,0,0
27,1,1,2,0,-145,1,0,0
31,2,2,2,0,-498,1,0,0
31,5,1,3,0,0,0,0,0
46,1,2,2,0,22,1,0,0
31,1,2,2,0,2304,1,0,0
33,5,2,3,0,1412,1,0,1
42,4,2,1,0,145,0,0,0
33,5,1,1,0,4897,1,0,0
40,4,2,1,0,1832,0,0,0
51,2,2,1,0,3726,0,1,0
31,11,2,3,0,591,0,0,0
62,6,3,3,0,0,0,0,1
24,9,1,2,0,508,1,0,0
48,11,2,2,0,817,0,0,1
41,10,3,2,0,348,1,0,0
43,5,2,3,0,291,1,0,0
52,10,2,2,0,3554,0,1,0
54,2,2,1,0,781,1,0,0
32,10,3,3,0,267,0,0,0
38,2,2,1,0,1327,1,0,0
41,1,2,1,0,-306,1,0,1
31,2,1,1,0,864,1,0,0
35,4,2,3,0,1265,1,0,1
26,1,2,2,0,0,0,0,0
52,10,2,3,0,214,0,0,0
58,6,2,2,0,425,1,1,0
57,4,2,3,0,3,0,0,0
34,5,2,3,0,0,1,0,0
59,2,2,1,0,0,0,0,0
27,10,1,2,0,282,0,1,0
42,3,2,3,0,0,0,0,0
47,4,1,3,0,3727,0,0,1
33,2,2,2,0,0,1,1,0
31,8,1,2,0,864,1,0,0
37,5,2,3,0,4089,1,0,1
29,2,2,2,0,-478,0,1,0
38,11,2,1,0,-363,0,0,0
35,7,2,2,0,8883,0,0,0
31,10,1,2,0,1970,0,0,0
62,5,2,3,0,1859,0,0,1
32,10,1,3,0,1059,1,0,0
31,8,2,2,0,388,1,0,0
51,2,3,1,0,602,1,0,0
29,8,1,2,0,0,0,0,0
43,2,2,1,0,255,1,0,0
36,2,2,2,0,63,1,0,0
34,7,2,1,0,712,1,0,0
29,8,2,2,0,57,1,0,0
57,6,2,2,0,523,0,1,0
43,5,2,3,0,422,0,0,0
33,8,2,2,0,386,0,0,1
60,5,2,3,0,3387,0,0,0
51,10,2,1,0,260,0,0,0
40,1,1,2,0,-1,0,0,0
51,10,2,2,0,1490,1,0,0
38,8,2,2,0,497,1,1,0
35,10,2,2,0,1707,1,0,0
47,10,2,2,0,826,1,0,0
45,2,2,1,0,907,0,0,0
40,8,2,2,0,1836,1,0,1
29,3,1,2,0,404,0,0,0
52,5,3,3,0,907,1,0,0
26,10,2,2,0,18,1,1,0
31,2,1,1,0,-495,1,0,0
55,8,2,0,0,1210,1,0,0
35,8,2,2,0,819,1,0,0
56,5,3,3,0,442,0,0,0
28,2,1,2,0,-46,1,0,1
27,9,1,2,0,671,1,0,0
30,10,2,2,0,371,0,0,0
51,10,2,3,0,-3,0,0,0
33,5,2,2,0,11,1,0,0
32,2,1,2,0,33,1,0,0
43,3,2,2,0,104,1,0,1
46,2,2,1,0,174,0,1,0
32,5,2,3,0,3107,1,1,0
40,8,2,2,0,1438,1,0,0
39,2,2,2,0,1367,0,0,0
51,2,2,1,0,-11,0,0,0
46,1,1,2,0,1693,1,0,0
43,2,2,1,0,778,1,1,0
36,10,2,3,0,837,0,0,0
48,5,2,3,0,363,0,0,0
26,1,1,2,0,236,1,1,0
39,1,1,0,0,0,1,0,0
47,5,2,3,0,-50,0,1,0
23,3,1,1,0,4,1,0,1
54,5,3,3,0,26306,1,0,0
38,1,2,2,0,46,1,1,0
33,10,2,2,0,575,0,1,0
35,1,3,2,0,148,0,1,0
52,8,2,2,0,431,0,0,0
25,10,1,3,0,777,1,0,0
29,5,2,3,0,199,1,1,1
35,10,1,3,0,3552,0,0,0
49,8,2,2,0,47,0,0,0
41,1,3,2,0,3823,0,0,0
32,5,2,3,0,138,0,0,0
29,1,1,2,0,1117,1,0,0
28,2,2,2,0,1325,1,0,0
59,6,2,2,0,0,0,0,0
34,3,2,3,0,4343,0,0,0
55,5,3,3,0,1598,0,0,0
34,5,2,3,0,3301,1,0,1
24,9,1,2,0,822,0,0,1
42,10,3,2,0,-280,1,0,0
34,5,1,0,0,1534,1,0,0
34,1,2,2,0,1671,0,0,0
51,7,2,3,0,2007,0,0,0
58,2,2,1,0,0,1,0,0
44,10,2,2,0,2776,1,0,1
33,2,2,2,0,139,1,1,1
34,5,2,3,0,573,0,0,0
34,1,2,2,0,475,1,0,0
42,2,3,2,0,47,1,1,0
46,5,1,3,0,2154,1,0,0
31,7,1,3,0,96,0,0,0
39,3,2,3,0,83,1,0,0
34,5,1,3,0,6766,0,0,0
47,10,2,2,0,3973,0,0,0
42,8,3,2,0,372,1,1,0
48,2,1,2,0,-552,0,1,0
30,7,1,3,0,48,0,0,0
38,10,2,2,0,7696,1,0,0
24,8,2,2,0,4500,1,0,1
34,10,2,2,0,1,1,0,0
46,5,1,3,0,46,0,1,0
32,1,3,2,1,-18,1,0,0
46,8,2,2,0,451,1,1,0
26,7,2,3,0,479,1,0,0
42,2,2,2,0,0,1,0,0
50,10,2,2,0,1130,1,0,0
41,2,2,1,0,389,1,0,0
34,1,1,2,0,10,0,1,0
32,8,2,2,0,401,1,0,0
58,4,1,3,0,145,1,1,0
45,10,2,2,0,115,1,0,0
28,1,1,2,0,89,1,1,0
35,10,2,2,0,94,1,1,0
39,8,2,2,0,1438,1,0,0
49,11,3,3,0,780,0,0,0
50,5,2,3,0,207,1,0,0
37,5,2,3,0,238,0,0,1
45,2,2,1,0,2433,0,0,0
30,4,1,2,0,1924,0,0,0
48,11,2,3,0,-471,1,0,0
36,5,1,3,0,1531,1,0,0
41,5,1,2,0,764,0,0,0
55,2,2,2,0,383,0,0,0
70,6,2,1,0,3782,0,0,0
41,5,2,3,0,326,1,0,1
47,8,3,2,0,691,0,0,0
34,10,1,2,0,0,0,0,0
33,5,1,3,0,99,0,0,0
58,6,2,2,0,502,1,0,0
51,5,2,3,0,-15,0,0,0
45,5,2,3,0,1929,1,0,0
55,1,2,2,0,0,0,0,0
30,2,1,1,0,185,0,0,0
33,5,1,2,0,-424,1,0,0
27,8,1,2,0,0,1,0,0
59,6,2,2,0,319,1,0,0
34,5,1,3,0,171,1,0,0
47,10,3,3,0,-1148,1,1,0
